what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511365625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511369235
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469511372425
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1469511448122
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469511515609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511529279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511530249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511531359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511535518
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469511538278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511539638
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511544368
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469511546098
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511546858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511552298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469511554957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469511577077
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469511578947
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469511609186
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469511610676
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511615016
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511885538
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469511890868
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512007901
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1469512012290
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1469512012349
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1469512012412
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1469512012446
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1469512012579
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1469512012591
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1469512012612
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1469512012675
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1469512012676
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1469512012784
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1469512012787
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1469512013096
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469512018803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1469512042513
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512055034
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512055174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512056914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512058104
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1469512074040
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1469512074160
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1469512074250
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1469512074260
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1469512074510
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1469512074520
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1469512074670
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1469512074680
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1469512074700
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1469512074740
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1469512074740
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1469512074820
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1469512074820
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1469512074930
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1469512075010
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1469512075060
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1469512115634
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512119825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512119835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512119925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512120041
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512121739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512129373
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1469512141697
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512142137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512143127
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469512150587
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469512158474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469512158654
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469512158814
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469512158944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512159884
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512170325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512171495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512172505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469512173185
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513439017
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1469513453246
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1469513456446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513457686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513567795
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469513567945
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469513568035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469513570205
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513576607
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513576707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513580267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513580377
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1469513599669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513698514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513698624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513699544
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513700814
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1469513713044
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1469513721669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469513727379
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514322535
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514324225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469514335525
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1469514338535
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1469514341636
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514343526
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1469514347746
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514372272
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514376382
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514402576
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514402646
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514407396
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514414546
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514417910
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514419250
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514423180
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514429130
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514430810
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514433560
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514435780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514465329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514466199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514466569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514467129
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514486188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514488018
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514491748
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514492978
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469514514974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514576389
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514576509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1469514586501
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514600461
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469514600601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1469514606103
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469514606783
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469514607263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1469514610443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469514611403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1469514613433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469514632002
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469514632472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469514632942
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469514634232
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469514634552
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469514634852
