what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469532233341
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469532233595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469532233786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469532233961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469532236381
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469532236707
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469532237015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1469532237205
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532265790
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532266812
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532267916
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532268909
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532273446
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532286590
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532293428
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1469532309290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532312740
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532312745
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532312828
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532312959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532314421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532377743
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1469532386574
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532386851
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532390225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532422604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532429627
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532430464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532432425
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532433257
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532437541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532438241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532439222
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532439592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469532545127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469532552764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469532577497
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469532581928
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532588125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469532593427
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532594277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469532597305
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1469532606712
