what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533932614
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533932794
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1469533937959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1469533945716
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1469533950292
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533951464
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533951644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533955075
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533955255
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533959129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533959959
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533960429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469533987504
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534003996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534005737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534011440
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534013170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534020433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534055678
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1469534060237
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1469534064327
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469534077874
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534090551
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534102802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534103246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534117161
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469534119072
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469534122454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469534123205
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1469534126156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469534128008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534129168
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534131346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534132391
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534133833
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534147039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534157473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534164226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534165732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534172714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534174457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534175159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534178368
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534188119
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1469534205318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1469534207450
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1469534213139
