what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468242699821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468242705125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468242706247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468242707593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468242708584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468242866698
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468242867683
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468243103703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468243104261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468243429091
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468243429322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468243431133
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468243431313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468301040616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468301041510
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468301042602
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468301043702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468301061014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468301061753
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468304021466
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468304022056
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468308926802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468308927491
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468308930415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468312497056
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468312500054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468312510178
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1468312512536
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468312514577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468312520499
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468312520542
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1468312520578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468312612990
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468312635523
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468312722838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468312844793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468312846912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468312846931
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313220695
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313221970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313233911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313236233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313238322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313240087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313243260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313243774
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313244345
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313245422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313250339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1468313252253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313257295
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313575679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313578747
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313580395
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313583307
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313651816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468313658197
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468313707618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468313710493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1468313713741
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313763660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313766463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468313777913
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468313778057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468313778321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1468313778824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313867273
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313873999
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313982889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1468313990084
